species,lon,lat
Heracleum sosnowskyi,36.36215466060911,55.987550681019094
Heracleum sosnowskyi,36.932381359312295,56.39325039269149
Heracleum sosnowskyi,36.912110927277496,56.304996909379796
Heracleum sosnowskyi,36.6280184716752,56.12906256898239
Heracleum sosnowskyi,36.0087134072979,55.5952814420849
Heracleum sosnowskyi,36.00945766014289,56.05173542674861
Heracleum sosnowskyi,36.1352526066225,55.4984008163446
Heracleum sosnowskyi,36.62398820219379,56.31890893310079
Heracleum sosnowskyi,36.2442718730485,55.81149301569008
Heracleum sosnowskyi,36.6051531079296,55.702713582265986
Heracleum sosnowskyi,36.3017563313896,55.90336261629171
Heracleum sosnowskyi,36.503174739023,56.3350938655894
Heracleum sosnowskyi,36.44557359454579,55.87790843082939
Heracleum sosnowskyi,36.3690950193197,55.75523300409991
Heracleum sosnowskyi,35.7406289533635,56.063501549357
Heracleum sosnowskyi,36.202176415709,55.440553236043
Heracleum sosnowskyi,36.02144461487709,55.81629837217209
Heracleum sosnowskyi,36.034783440403395,55.5742765103527
Heracleum sosnowskyi,35.9338878228647,56.1009119992893
Heracleum sosnowskyi,35.7984423846083,55.88984067890419
Heracleum sosnowskyi,36.5063214731575,56.00855727110119
Heracleum sosnowskyi,36.961762045981594,55.96502939069379
Heracleum sosnowskyi,36.39613733107299,55.893090707370206
Heracleum sosnowskyi,36.726878129322195,56.282055647350305
Heracleum sosnowskyi,35.7625602371652,56.0538563824661
Heracleum sosnowskyi,35.5057429385857,55.97215601069129
Heracleum sosnowskyi,35.5772245477747,55.98658973652711
Heracleum sosnowskyi,36.339148314643,55.876075757290394
Heracleum sosnowskyi,36.2773495701266,55.98747932161339
Heracleum sosnowskyi,35.938519520259696,56.0734195174968
Heracleum sosnowskyi,35.99018361218399,55.7528294499192
Heracleum sosnowskyi,36.3657103488535,55.9267231170782
Heracleum sosnowskyi,35.594395959206196,55.980127163337905
Heracleum sosnowskyi,36.4105939392589,55.92659432426869
Heracleum sosnowskyi,36.68830250155919,56.2756093752724
Heracleum sosnowskyi,35.29045278336919,56.036876679515196
Heracleum sosnowskyi,36.9258339215982,56.33682717663291
Heracleum sosnowskyi,36.6201649521509,56.1450279364901
Heracleum sosnowskyi,36.4375573678782,55.886533010190306
Heracleum sosnowskyi,35.7999539264326,55.5081569649719
Heracleum sosnowskyi,36.645065216386605,56.2647875444097
Heracleum sosnowskyi,36.204090839420694,55.50813453588009
Heracleum sosnowskyi,36.97922067839159,55.954495258349496
Heracleum sosnowskyi,36.1194248003143,55.5201113957243
Heracleum sosnowskyi,36.2340442593351,56.0621774577235
Heracleum sosnowskyi,36.7063270728361,56.22549360834339
Heracleum sosnowskyi,35.88342771451741,56.0344129211194
Heracleum sosnowskyi,36.0244656399773,55.41222044211969
Heracleum sosnowskyi,36.0457463901838,56.08908858267189
Heracleum sosnowskyi,36.422498938775,55.878678510404896
Heracleum sosnowskyi,36.9153743394542,55.7962071894103
Heracleum sosnowskyi,36.990398841333494,56.4916449929221
Heracleum sosnowskyi,36.87379321878199,56.2795779440669
Heracleum sosnowskyi,36.7206147595635,56.27033189989729
Heracleum sosnowskyi,36.451127082648696,55.87226463820249
Heracleum sosnowskyi,35.8700540249733,55.7635827713278
Heracleum sosnowskyi,35.8274842858711,55.5452582153943
Heracleum sosnowskyi,35.50267766953879,55.842169090331296
Heracleum sosnowskyi,36.3849801547104,55.961952519493195
Heracleum sosnowskyi,35.5887706845195,55.862398727319395
Heracleum sosnowskyi,35.98229898960669,55.3833810915641
